Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Season
41,Matt Keetley,21,CGY,1,0,0,0,0,0,2,2,1,0,0,0,9,0,,0,,,0,0,0,0,2007
30,Jon Gillies,23,CGY,1,1,1,0,0,1,28,27,0.964,1,0,0.3,60,1,1,0,,,0,0,0,0,2016
81,David Rittich,24,CGY,1,0,0,0,0,1,10,9,0.9,3,0,0,20,0,,0,,,0,0,0,0,2016
12,Chris Clifford,22,CHI,1,,0,0,0,0,0,0,,0,0,0,4,,,,,,0,0,0,0,1988
71,Jimmy Waite,21,CHI,1,,1,0,0,2,28,26,0.929,2,0,0.3,60,,,,,,0,0,0,0,1990
37,Ray LeBlanc,27,CHI,1,,1,0,0,1,22,21,0.955,1,0,0.2,60,,,,,,0,0,0,0,1991
67,Christian Soucy,23,CHI,1,,0,0,0,0,0,0,,0,0,0,3,,,,,,0,0,0,0,1993
74,Jimmy Waite,26,CHI,1,,0,0,0,0,8,8,1,0,0,0.1,31,,,,,,0,0,0,0,1995
90,Matt Underhill,24,CHI,1,,0,1,0,4,33,29,0.879,3.95,0,0.1,61,,,,,,0,0,0,0,2003
15,Corey Crawford,25,CHI,1,1,0,1,0,3,35,32,0.914,3.04,0,0.2,59,1,1,0,,,0,0,0,0,2009
39,Carter Hutton,27,CHI,1,1,0,1,0,3,28,25,0.893,3.06,0,0.1,59,0,0,0,,,0,0,0,0,2012
87,Kent Simpson,21,CHI,1,0,,,,2,7,5,0.714,6,0,-0.1,20,0,,0,,,0,0,0,0,2013
51,Michael Leighton,34,CHI,1,0,0,0,0,1,17,16,0.941,1.52,0,0.2,39,0,,0,,,0,0,0,0,2015
29,Scott Foster,36,CHI,1,0,0,0,0,0,7,7,1,0,0,0.1,14,0,,0,,,0,0,0,0,2017
25,Rick LaFerriere,21,CLR,1,,0,0,0,1,19,18,0.947,3,0,0.1,20,,,,,,0,0,0,0,1981
15,Marc Denis,19,COL,1,,0,1,0,3,26,23,0.885,3.02,0,0.1,60,,,,,,0,0,0,0,1996
89,Tyler Weiman,23,COL,1,0,0,0,0,0,10,10,1,0,0,0.2,16,0,,0,,,0,0,0,0,2007
1,Sami Aittokallio,20,COL,1,1,0,0,0,2,25,23,0.92,2.43,0,0.2,49,1,1,0,,,0,0,0,0,2012
1,Sami Aittokallio,21,COL,1,1,0,1,0,3,18,15,0.833,4.5,0,-0.1,40,0,0,1,,,0,0,0,0,2013
91,Roman Will,23,COL,1,0,0,0,0,1,3,2,0.667,3.25,0,-0.1,18,0,,0,,,0,0,0,0,2015
39,Andrew Hammond,29,COL,1,1,0,1,0,2,33,31,0.939,2.06,0,0.3,58,1,1,0,,,0,0,0,0,2017
15,Manny Fernandez,20,DAL,1,,0,1,0,3,27,24,0.889,3.05,0,0.1,59,,,,,,0,0,0,0,1994
77,Jordan Willis,20,DAL,1,,0,1,0,1,14,13,0.929,3.2,0,0.1,19,,,,,,0,0,0,0,1995
21,Manny Fernandez,24,DAL,1,,0,1,0,2,29,27,0.931,2.01,0,0.2,60,,,,,,0,0,0,0,1998
28,Dan Ellis,23,DAL,1,,1,0,0,3,28,25,0.893,3,0,0.1,60,,,,,,0,0,0,0,2003
76,Tobias Stephan,24,DAL,1,1,0,0,1,2,40,38,0.95,1.98,0,0.4,61,1,1,0,,,0,0,0,0,2007
40,Brent Krahn,26,DAL,1,0,0,0,0,3,9,6,0.667,9,0,-0.2,20,0,,0,,,0,0,0,0,2008
13,Matt Climie,26,DAL,1,1,0,1,0,5,38,33,0.868,5,0,0,60,0,0,0,,,0,0,0,0,2009
3,Richard Bachman,23,DAL,1,0,0,0,0,0,4,4,1,0,0,0.1,10,0,,0,,,0,0,0,0,2010
14,Jack Campbell,22,DAL,1,1,0,1,0,6,47,41,0.872,6,0,0,60,0,0,0,,,0,0,0,0,2013
73,Cristopher Nilstorp,29,DAL,1,0,,,,3,17,14,0.824,4.56,0,-0.1,39,0,,0,,,0,0,0,0,2013
10,Denis DeJordy,35,DET,1,,0,1,0,4,8,4,0.5,12,0,-0.2,20,,,,,,0,0,0,0,1973
38,Terry Richardson,22,DET,1,,0,1,0,7,36,29,0.806,7,0,-0.1,60,,,,,,0,0,0,2,1975
27,Al Jensen,22,DET,1,,0,1,0,7,30,23,0.767,7,0,-0.1,60,,,,,,0,0,0,0,1980
27,Claude Legris,25,DET,1,,0,0,1,0,18,18,1,0,0,0.2,28,,,,,,0,1,1,0,1981
55,Jim Rutherford,33,DET,1,,0,1,0,7,39,32,0.821,7,0,-0.1,60,,,,,,0,0,0,0,1982
48,Chris Pusey,20,DET,1,,0,0,0,3,12,9,0.75,4.5,0,0,40,,,,,,0,0,0,0,1985
36,Scott King,23,DET,1,,0,0,0,2,11,9,0.818,2.66,0,0,45,,,,,,0,0,0,0,1990
6,Allan Bester,27,DET,1,,0,0,0,2,9,7,0.778,3.93,0,0,31,,,,,,0,0,0,0,1991
36,Scott King,24,DET,1,,0,0,0,1,5,4,0.8,3.65,0,0,16,,,,,,0,0,0,0,1991
33,Jimmy Howard,24,DET,1,1,0,1,0,4,28,24,0.857,4.1,0,0,59,0,0,0,,,0,0,0,0,2008
59,Thomas McCollum,21,DET,1,0,0,0,0,3,8,5,0.625,12.31,0,-0.2,15,0,,0,,,0,0,0,0,2010
7,George Gardner,23,DET,1,,1,0,0,1,24,23,0.958,1.00,0,0.4,60,,,,,,0,0,0,0,1965
1,Hank Bassen,31,DET,1,,0,1,0,4,34,30,0.882,4.00,0,0.0,60,,,,,,0,0,0,0,1963
5,Harrison Gray,22,DET,1,,0,1,0,5,31,26,0.839,7.50,0,-0.2,40,,,,,,0,0,0,0,1963
11,Pat Rupp,21,DET,1,,0,1,0,4,30,26,0.867,4.00,0,0.0,60,,,,,,0,0,0,0,1963
17,Bob Dupuis,27,EDM,1,,0,1,0,4,35,31,0.886,4.05,0,0.1,59,,,,,,0,0,0,0,1979
2,Marco Baron,25,EDM,1,,0,1,0,2,9,7,0.778,3.71,0,0,32,,,,,,0,0,0,0,1984
47,Daryl Reaugh,19,EDM,1,,0,1,0,5,35,30,0.857,5.04,0,0.1,60,,,,,,0,0,0,0,1984
14,Randy Exelby,24,EDM,1,,0,1,0,5,30,25,0.833,5.01,0,0.1,60,,,,,,0,0,0,0,1989
16,Wayne Cowley,29,EDM,1,,0,1,0,3,35,32,0.914,3.15,0,0.2,57,,,,,,0,0,0,0,1993
50,Mike Minard,23,EDM,1,,1,0,0,3,36,33,0.917,3,0,0.3,60,,,,,,0,0,0,0,1999
17,Yann Danis,30,EDM,1,0,0,0,0,2,12,10,0.833,3.7,0,0,32,0,,0,,,0,0,0,0,2011
11,Laurent Brossoit,21,EDM,1,1,0,1,0,2,51,49,0.961,2.01,0,0.6,60,1,1,0,,,0,0,0,0,2014
13,Tyler Bunz,22,EDM,1,0,0,0,0,3,12,9,0.75,9,0,-0.2,20,0,,0,,,0,0,0,0,2014
67,Richard Shulmistra,28,FLA,1,,1,0,0,1,21,20,0.952,1,0,0.2,60,,,,,,0,0,0,0,1999
56,Jacob Markstrom,21,FLA,1,0,0,1,0,2,14,12,0.857,3.01,0,0,40,0,,0,,,0,0,0,0,2010
26,Brian Foster,24,FLA,1,0,0,0,0,0,1,1,1,0,0,0,5,0,,0,,,0,0,0,0,2011
61,Samuel Montembeault,22,FLA,1,1,0,0,1,4,26,22,0.846,3.89,0,0,62,0,0,1,,,0,0,0,0,2018
24,Ken Holland,25,HAR,1,,0,1,0,7,46,39,0.848,7,0,-0.1,60,,,,,,0,0,0,0,1980
59,Ed Staniowski,29,HAR,1,,0,0,0,1,10,9,0.9,3,0,0.1,20,,,,,,0,0,0,0,1984
51,Peter Sidorkiewicz,24,HAR,1,,0,1,0,6,36,30,0.833,6,0,0.1,60,,,,,,0,0,0,0,1987
44,Ross McKay,26,HAR,1,,0,0,0,3,15,12,0.8,5.17,0,0,35,,,,,,0,0,0,0,1990
15,Corrie D'Alessio,23,HAR,1,,0,0,0,0,3,3,1,0,0,0,11,,,,,,0,0,0,0,1992
42,Mike Lenarduzzi,21,HAR,1,,0,0,0,1,12,11,0.917,2.83,0,0.1,21,,,,,,0,0,0,0,1993
33,Bill Oleschuk,20,KCS,1,,0,1,0,4,52,48,0.923,4,0,0.1,60,,,,,,0,0,0,0,1975
47,Paul Pageau,21,LAK,1,,0,1,0,8,34,26,0.765,8,0,-0.2,60,,,,,,0,0,0,0,1980
23,Glenn Healy,23,LAK,1,,0,0,0,6,35,29,0.829,7.12,0,0.1,51,,,,,,0,0,0,0,1985
31,Bob Janecyk,31,LAK,1,,0,0,0,2,22,20,0.909,4.01,0,0.2,30,,,,,,0,0,0,0,1988
25,David Goverde,23,LAK,1,,0,1,0,7,37,30,0.811,7,0,-0.1,60,,,,,,0,0,0,0,1993
28,Pauli Jaks,23,LAK,1,,0,0,0,2,25,23,0.92,3,0,0.2,40,,,,,,0,0,0,0,1994
6,Jean-Claude Bergeron,28,LAK,1,,0,1,0,4,35,31,0.886,4.3,0,0.1,56,,,,,,0,0,0,0,1996
72,Travis Scott,25,LAK,1,,0,0,0,3,10,7,0.7,7.28,0,-0.2,25,,,,,,0,0,0,0,2000
18,Mathieu Chouinard,23,LAK,1,,0,0,0,0,2,2,1,0,0,0,3,,,,,,0,0,0,0,2003
40,Adam Hauser,25,LAK,1,,0,0,0,6,24,18,0.75,7.08,0,-0.2,51,,,,,,0,0,0,0,2005
77,Daniel Taylor,21,LAK,1,0,0,0,0,2,10,8,0.8,6,0,-0.1,20,0,,0,,,0,0,0,0,2007
13,Peter Budaj,33,LAK,1,1,1,0,0,4,28,24,0.857,3.85,0,0,62,0,0,0,,,0,0,0,0,2015
14,Jack Campbell,25,LAK,1,0,0,0,0,0,5,5,1,0,0,0.1,20,0,,0,,,0,0,0,0,2016
6,Jacques Caron,27,LAK,1,,0,1,0,4,37,33,0.892,4.00,0,0.0,60,,,,,,0,0,0,0,1967
45,Mike O'Neill,29,MDA,1,,0,0,0,3,10,7,0.7,5.76,0,-0.1,31,,,,,,0,0,0,0,1996
13,Ilya Bryzgalov,21,MDA,1,,0,0,0,1,12,11,0.917,1.87,0,0.1,32,,,,,,0,0,0,0,2001
12,Ilya Bryzgalov,23,MDA,1,,1,0,0,2,28,26,0.929,1.98,0,0.2,60,,,,,,0,0,0,0,2003
4,Zac Bierk,24,MIN,1,,0,1,0,6,27,21,0.778,6,0,-0.2,60,,,,,,0,0,0,2,2000
36,Derek Gustafson,22,MIN,1,,0,0,0,0,7,7,1,0,0,0.1,26,,,,,,0,0,0,0,2001
49,Dieter Kochan,28,MIN,1,,0,1,0,5,28,23,0.821,5,0,-0.1,60,,,,,,0,0,0,0,2002
32,Matt Hackett,22,MIN,1,1,0,1,0,5,33,28,0.848,5.07,0,0,59,0,0,1,,,0,0,0,0,2012
32,Steve Janaszak,23,MNS,1,,0,0,1,2,28,26,0.929,2,0,0.3,60,,,,,,0,0,0,0,1979
37,Jean-Louis Levasseur,30,MNS,1,,0,1,0,7,36,29,0.806,7,0,-0.1,60,,,,,,0,0,0,0,1979
62,Kari Takko,23,MNS,1,,0,1,0,3,33,30,0.909,3.01,0,0.3,60,,,,,,0,0,0,0,1985
16,Gilles Gilbert,20,MNS,1,,0,1,0,6,39,33,0.846,6.00,0,-0.1,60,,,,,,0,0,0,0,1969
21,Mark Holden,24,MTL,1,,0,0,0,0,4,4,1,0,0,0.1,20,,,,,,0,0,0,0,1981
26,Mark Holden,26,MTL,1,,0,1,0,4,17,13,0.765,4.64,0,0,52,,,,,,0,0,0,0,1983
51,Patrick Roy,19,MTL,1,,1,0,0,0,2,2,1,0,0,0,20,,,,,,0,0,0,0,1984
46,Vincent Riendeau,21,MTL,1,,0,0,0,5,22,17,0.773,8.24,0,-0.1,36,,,,,,0,0,0,0,1987
18,Randy Exelby,23,MTL,1,,0,0,0,0,1,1,1,0,0,0,3,,,,,,0,0,0,0,1988
47,Andre Racicot,20,MTL,1,,0,0,0,3,6,3,0.5,14.21,0,-0.1,13,,,,,,0,0,0,0,1989
12,Frederic Chabot,24,MTL,1,,0,0,0,1,19,18,0.947,1.5,0,0.2,40,,,,,,0,0,0,0,1992
69,Jose Theodore,19,MTL,1,,0,0,0,1,2,1,0.5,6.69,0,-0.1,9,,,,,,0,0,0,0,1995
73,Tomas Vokoun,20,MTL,1,,0,0,0,4,14,10,0.714,12,0,-0.2,20,,,,,,0,0,0,0,1996
60,Olivier Michaud,18,MTL,1,,0,0,0,0,14,14,1,0,0,0.2,18,,,,,,0,0,0,0,2001
15,Marc Denis,31,MTL,1,0,0,0,0,1,7,6,0.857,3,0,0,20,0,,0,,,0,0,0,0,2008
53,Charlie Lindgren,22,MTL,1,1,1,0,0,2,28,26,0.929,2,0,0.2,60,1,1,0,,,0,0,0,0,2015
36,Ernie Wakely,28,MTL,1,,0,1,0,4,27,23,0.852,4.00,0,0.1,60,,,,,,0,0,0,0,1968
9,Jean-Guy Morissette,26,MTL,1,,0,1,0,4,17,13,0.765,6.60,0,-0.1,36,,,,,,0,0,0,0,1963
14,Ernie Wakely,22,MTL,1,,1,0,0,3,29,26,0.897,3.00,0,0.2,60,,,,,,0,0,0,0,1962
5,Charlie Hodge,26,MTL,1,,0,1,0,3,25,22,0.88,3,0,0.2,60,,,,,,0,0,0,0,1959
3,Claude Cyr,19,MTL,1,,0,0,0,1,7,6,0.857,3,0,0.1,20,,,,,,0,0,0,0,1958
1,John Aiken,26,MTL,1,,0,1,0,6,18,12,0.667,10.67,0,-0.4,34,,,,,,0,0,0,0,1957
2,Len Broderick,19,MTL,1,,1,0,0,2,22,20,0.909,2.00,0,0.2,60,,,,,,0,0,0,0,1957
47,Roland Melanson,30,NJD,1,,0,0,0,2,7,5,0.714,6,0,-0.1,20,,,,,,0,0,0,0,1990
56,Richard Shulmistra,26,NJD,1,,0,1,0,2,30,28,0.933,1.94,0,0.3,62,,,,,,0,0,0,0,1997
57,Peter Sidorkiewicz,34,NJD,1,,0,0,0,1,8,7,0.875,3,0,0,20,,,,,,0,0,0,0,1997
26,Jeff Frazee,25,NJD,1,0,0,0,0,0,3,3,1,0,0,0.1,19,0,,0,,,0,0,0,0,2012
44,Keith Kinkaid,23,NJD,1,0,0,0,0,1,13,12,0.923,2.33,0,0.1,26,0,,0,,,0,0,0,0,2012
54,Chris Mason,24,NSH,1,,0,1,0,2,20,18,0.9,2.05,0,0.1,59,,,,,,0,0,0,0,2000
29,Brian Finley,21,NSH,1,,0,0,0,3,13,10,0.769,3.86,0,-0.1,47,,,,,,0,0,0,0,2002
30,Wade Flaherty,35,NSH,1,,0,1,0,4,27,23,0.852,4.7,0,0,51,,,,,,0,1,1,0,2002
31,Brian Finley,24,NSH,1,,0,1,0,7,41,34,0.829,7,0,-0.1,60,,,,,,0,0,0,0,2005
70,Pekka Rinne,25,NSH,1,0,0,0,0,0,8,8,1,0,0,0.1,29,0,,0,,,0,0,0,0,2007
18,Mark Dekanich,24,NSH,1,0,0,0,0,3,25,22,0.88,3.6,0,0.1,50,0,,0,,,0,0,0,0,2010
38,Magnus Hellberg,22,NSH,1,0,,,,1,4,3,0.75,4.92,0,-0.1,12,0,,0,,,0,0,0,0,2013
77,Juuse Saros,20,NSH,1,1,0,1,0,3,23,20,0.87,3.1,0,0,58,0,0,0,,,0,0,0,0,2015
22,Gerry Gray,25,NYI,1,,0,1,0,5,34,29,0.853,5,0,0,60,,,,,,0,0,0,0,1972
21,Goran Hogosta,23,NYI,1,,0,0,0,0,4,4,1,0,0,0.1,9,,,,,,0,0,0,0,1977
61,Tommy Soderstrom,27,NYI,1,,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,1996
70,Kevin Poulin,24,NYI,1,1,0,0,1,3,26,23,0.885,2.77,0,0.1,65,0,0,0,,,0,0,0,0,2014
30,Christopher Gibson,26,NYI,1,0,0,0,0,1,7,6,0.857,3,0,0,20,0,,0,,,0,0,0,0,2018
28,Peter McDuffe,24,NYR,1,,1,0,0,1,26,25,0.962,1,0,0.4,60,,,,,,0,0,0,0,1972
70,Steve Weeks,22,NYR,1,,0,1,0,2,22,20,0.909,2.04,0,0.3,59,,,,,,0,0,0,0,1980
9,John Davidson,28,NYR,1,,1,0,0,1,29,28,0.966,1,0,0.4,60,,,,,,0,0,0,2,1981
63,John Vanbiesbrouck,18,NYR,1,,1,0,0,1,30,29,0.967,1,0,0.4,60,,,,,,0,0,0,0,1981
49,Ron Scott,26,NYR,1,,0,0,1,5,35,30,0.857,4.62,0,0.1,65,,,,,,0,0,0,0,1986
51,Jamie Ram,25,NYR,1,,0,0,0,0,9,9,1,0,0,0.1,27,,,,,,0,0,0,0,1995
40,Jean-Francois Labbe,27,NYR,1,,0,1,0,3,22,19,0.864,3,0,0,60,,,,,,0,0,0,0,1999
48,Jason LaBarbera,21,NYR,1,,0,0,0,0,2,2,1,0,0,0,10,,,,,,0,0,0,0,2000
41,Johan Holmqvist,23,NYR,1,,0,0,0,0,2,2,1,0,0,0,9,,,,,,0,0,0,0,2001
40,Johan Holmqvist,24,NYR,1,,0,1,0,2,18,16,0.889,3.08,0,0.1,39,,,,,,0,0,0,0,2002
42,Chris Holt,20,NYR,1,,0,0,0,0,2,2,1,0,0,0,10,,,,,,0,0,0,0,2005
83,Matt Zaba,26,NYR,1,0,0,0,0,2,16,14,0.875,3.56,0,0,34,0,,0,,,0,0,0,0,2009
37,Chad Johnson,24,NYR,1,0,0,0,0,2,11,9,0.818,6,0,-0.1,20,0,,0,,,0,0,0,0,2010
34,Magnus Hellberg,24,NYR,1,0,0,0,0,2,6,4,0.667,6,0,-0.1,20,0,,0,,,0,0,0,0,2015
38,Brandon Halverson,21,NYR,1,0,0,0,0,1,6,5,0.833,4.78,0,0,13,0,,0,,,0,0,0,0,2017
5,Dave Dryden,20,NYR,1,,0,1,0,3,26,23,0.885,4.55,0,0,40,,,,,,0,0,0,0,1961
9,Dan Olesevich,24,NYR,1,,0,0,1,2,19,17,0.895,4.12,0,0,29,,,,,,0,0,0,0,1961
12,Joe Schaefer,36,NYR,1,,0,1,0,3,30,27,0.9,3.64,0,0.1,49,,,,,,0,0,0,0,1960
13,Joe Schaefer,35,NYR,1,,0,1,0,5,22,17,0.773,7.57,0,-0.2,40,,,,,,0,0,0,0,1959
8,Julian Klymkiw,25,NYR,1,,0,0,0,2,9,7,0.778,6.37,0,-0.1,19,,,,,,0,0,0,0,1958
10,Marcel Paille,26,NYR,1,,0,0,1,4,32,28,0.875,4,0,0.1,60,,,,,,0,0,0,0,1958
6,Daniel Berthiaume,28,OTT,1,,0,0,0,2,2,0,0,184.62,0,-0.1,1,,,,,,0,0,0,0,1993
1,Mike Bales,23,OTT,1,,0,0,0,0,1,1,1,0,0,0,3,,,,,,0,0,0,0,1994
2,Mike Bales,25,OTT,1,,0,1,0,4,18,14,0.778,4.64,0,-0.1,52,,,,,,0,0,0,0,1996
24,Mike Fountain,28,OTT,1,,0,0,0,1,6,5,0.833,3.87,0,0,16,,,,,,0,0,0,0,1999
34,Jani Hurme,25,OTT,1,,1,0,0,2,19,17,0.895,2,0,0.1,60,,,,,,0,0,0,0,1999
24,Mike Fountain,29,OTT,1,,0,1,0,3,25,22,0.88,3.07,0,0.1,59,,,,,,0,0,0,0,2000
52,Simon Lajeunesse,21,OTT,1,,0,0,0,0,9,9,1,0,0,0.2,24,,,,,,0,0,0,0,2001
67,Martin Prusek,26,OTT,1,,0,1,0,3,15,12,0.8,2.92,0,-0.1,62,,,,,,0,0,0,0,2001
20,Brian Elliott,22,OTT,1,1,1,0,0,1,29,28,0.966,1.01,0,0.4,60,1,1,0,,,0,0,0,0,2007
35,Andrew Hammond,25,OTT,1,0,,,,0,11,11,1,0,0,0.2,35,0,,0,,,0,0,0,0,2013
52,Nathan Lawson,30,OTT,1,0,,,,2,10,8,0.8,10.11,0,-0.1,12,0,,0,,,0,0,0,0,2013
19,Chris Driedger,20,OTT,1,0,0,0,0,0,10,10,1,0,0,0.2,23,0,,0,,,0,0,0,0,2014
20,Chris Driedger,21,OTT,1,0,0,0,0,0,11,11,1,0,0,0.2,32,0,,0,,,0,0,0,0,2015
66,Matt O'Connor,23,OTT,1,1,0,1,0,3,34,31,0.912,3.1,0,0.2,58,0,0,0,,,0,0,0,0,2015
23,Chris Driedger,22,OTT,1,0,0,1,0,4,15,11,0.733,6,0,-0.2,40,0,,0,,,0,0,0,0,2016
89,Daniel Taylor,31,OTT,1,1,0,1,0,4,34,30,0.882,4.1,0,0.1,58,0,0,0,,,0,0,0,0,2017
31,Jerome Mrazek,24,PHI,1,,0,0,0,1,2,1,0.5,9.55,0,0,6,,,,,,0,0,0,0,1975
62,Rick St. Croix,25,PHI,1,,1,0,0,2,25,23,0.92,2,0,0.3,60,,,,,,0,0,0,0,1979
30,Darren Jensen,24,PHI,1,,0,1,0,7,30,23,0.767,7,0,-0.1,60,,,,,,0,0,0,0,1984
14,Marc D'Amour,27,PHI,1,,0,0,0,0,14,14,1,0,0,0.2,19,,,,,,0,0,0,0,1988
53,Jean-Marc Pelletier,20,PHI,1,,0,1,0,5,29,24,0.828,5,0,-0.1,60,,,,,,0,0,0,0,1998
56,Neil Little,30,PHI,1,,0,1,0,4,29,25,0.862,4,0,0,60,,,,,,0,0,0,10,2001
56,Neil Little,32,PHI,1,,0,1,0,2,8,6,0.75,3.61,0,-0.1,33,,,,,,0,0,0,0,2003
39,Martin Houle,21,PHI,1,,0,0,0,1,3,2,0.667,27.27,0,-0.1,2,,,,,,0,0,0,0,2006
3,Johan Backlund,28,PHI,1,1,0,1,0,2,24,22,0.917,3,0,0.2,40,1,1,0,,,0,0,0,0,2009
22,Jeremy Duchesne,23,PHI,1,0,0,0,0,1,4,3,0.75,3.59,0,-0.1,17,0,,0,,,0,0,0,0,2009
49,Michael Leighton,29,PHI,1,1,1,0,0,4,36,32,0.889,4.01,0,0.1,60,0,0,0,,,0,0,0,0,2010
50,Michael Leighton,31,PHI,1,1,0,1,0,5,26,21,0.808,5.07,0,-0.2,59,0,0,1,,,0,0,0,0,2012
37,Cal Heeter,25,PHI,1,1,0,0,1,5,38,33,0.868,4.69,0,0,64,0,0,0,,,0,0,0,0,2013
32,Dunc Wilson,21,PHI,1,,0,1,0,3,26,23,0.885,3.02,0,0.2,60,,,,,,0,0,0,0,1969
17,Parris Duffus,27,PHX,1,,0,0,0,1,8,7,0.875,2.08,0,0,29,,,,,,0,0,0,0,1996
43,Scott Langkow,23,PHX,1,,0,0,0,3,17,14,0.824,5.08,0,-0.1,35,,,,,,0,0,0,0,1998
1,David Aebischer,29,PHX,1,1,0,1,0,3,33,30,0.909,3,0,0.2,60,0,0,0,,,0,0,0,0,2007
15,Matt Climie,27,PHX,1,0,0,0,0,1,16,15,0.938,1.85,0,0.1,32,0,,0,,,0,0,0,0,2010
95,Mark Visentin,21,PHX,1,1,0,1,0,3,32,29,0.906,3.06,0,0.2,59,0,0,0,,,0,0,0,0,2013
37,Greg Redquest,21,PIT,1,,0,0,0,3,10,7,0.7,14.08,0,-0.2,13,,,,,,0,0,0,0,1977
23,Gord Laxton,23,PIT,1,,0,1,0,8,27,19,0.704,8,0,-0.2,60,,,,,,0,0,0,0,1978
56,Rick Tabaracci,20,PIT,1,,0,0,0,4,21,17,0.81,7.25,0,0,33,,,,,,0,0,0,2,1988
14,Philippe DeRouville,20,PIT,1,,1,0,0,3,27,24,0.889,3,0,0.1,60,,,,,,0,0,0,0,1994
10,Martin Brochu,30,PIT,1,,0,0,0,1,19,18,0.947,1.84,0,0.2,33,,,,,,0,0,0,0,2003
75,Dany Sabourin,25,PIT,1,,0,1,0,4,14,10,0.714,11.68,0,-0.2,21,,,,,,0,0,0,0,2005
16,John Curry,25,PIT,1,1,0,1,0,5,14,9,0.643,12.25,0,-0.4,24,0,0,1,,,0,0,0,0,2009
63,Alexander Pechurski,19,PIT,1,0,0,0,0,1,13,12,0.923,1.69,0,0.1,36,0,,0,,,0,0,0,0,2009
91,Jeff Zatkoff,27,PIT,1,0,0,1,0,1,17,16,0.941,1.63,0,0.2,37,0,,0,,,0,0,0,0,2014
43,Tristan Jarry,21,PIT,1,1,0,1,0,3,25,22,0.88,3.06,0,0,59,0,0,0,,,0,0,0,0,2016
12,Marv Edwards,33,PIT,1,,0,1,0,3,33,30,0.909,3.00,0,0.2,60,,,,,,0,0,0,0,1968
60,John Tanner,18,QUE,1,,0,1,0,3,30,27,0.9,3.03,0,0.2,60,,,,,,0,0,0,0,1989
21,Wade Flaherty,25,SJS,1,,0,1,0,5,46,41,0.891,5.02,0,0.3,60,,,,,,0,0,0,0,1992
28,Sean Gauthier,27,SJS,1,,0,0,0,0,2,2,1,0,0,0,3,,,,,,0,0,0,0,1998
81,Vesa Toskala,24,SJS,1,,0,0,0,0,2,2,1,0,0,0,10,,,,,,0,0,0,0,2001
81,Alex Stalock,23,SJS,1,0,1,0,0,0,9,9,1,0,0,0.1,30,0,,0,,,0,0,0,0,2010
31,Michel Plasse,22,STL,1,,1,0,0,3,36,33,0.917,3,0,0.2,60,,,,,,0,0,0,0,1970
47,Jim Watt,23,STL,1,,0,0,0,2,10,8,0.8,6,0,0,20,,,,,,0,0,0,0,1973
38,Terry Richardson,25,STL,1,,0,1,0,9,36,27,0.75,9,0,-0.3,60,,,,,,0,0,0,0,1978
24,Doug Grant,31,STL,1,,0,0,0,1,13,12,0.923,1.95,0,0.1,31,,,,,,0,0,0,0,1979
44,Rich Parent,25,STL,1,,0,0,0,0,1,1,1,0,0,0,12,,,,,,0,0,0,0,1997
26,Reinhard Divis,26,STL,1,,0,0,0,0,4,4,1,0,0,0.1,25,,,,,,0,0,0,0,2001
74,Cody Rudkowsky,24,STL,1,,1,0,0,0,10,10,1,0,0,0.2,30,,,,,,0,0,0,0,2002
6,Chris Beckford-Tseu,23,STL,1,0,0,0,0,1,9,8,0.889,2.25,0,0,27,0,,0,,,0,0,0,0,2007
32,Chris Holt,23,STL,1,0,0,0,0,0,3,3,1,0,0,0,19,0,,0,,,0,0,0,0,2008
9,Jordan Binnington,22,STL,1,0,0,0,0,1,4,3,0.75,4.69,0,-0.1,13,0,,0,,,0,0,0,0,2015
15,Pheonix Copley,24,STL,1,0,0,0,0,1,6,5,0.833,2.46,0,0,24,0,,0,,,0,0,0,0,2015
17,Pheonix Copley,25,STL,1,1,0,1,0,5,29,24,0.828,5.09,0,-0.1,59,0,0,1,,,0,0,0,0,2016
9,Gary Edwards,22,STL,1,,0,1,0,4,31,27,0.871,4.00,0,0.1,60,,,,,,0,0,0,0,1969
11,Gary Edwards,21,STL,1,,0,0,0,0,2,2,1.000,0.00,0,0.0,4,,,,,,0,0,0,0,1968
20,Robbie Irons,22,STL,1,,0,0,0,0,1,1,1.000,0.00,0,0.0,3,,,,,,0,0,0,0,1968
25,Ted Ouimet,21,STL,1,,0,1,0,2,31,29,0.935,2.02,0,0.2,59,,,,,,0,0,0,0,1968
5,Don Caley,22,STL,1,,0,0,0,3,22,19,0.864,6.00,0,-0.1,30,,,,,,0,0,0,0,1967
41,David Littman,25,TBL,1,,0,1,0,7,21,14,0.667,9.24,0,-0.3,45,,,,,,0,0,0,0,1992
5,Zac Bierk,22,TBL,1,,0,1,0,2,21,19,0.905,2.04,0,0.1,59,,,,,,0,0,0,0,1998
47,Evgeny Konstantinov,19,TBL,1,,0,0,0,0,0,0,,0,0,0,1,,,,,,0,0,0,0,2000
51,Evgeny Konstantinov,21,TBL,1,,0,0,0,1,6,5,0.833,3,0,0,20,,,,,,0,0,0,2,2002
27,Brian Eklund,25,TBL,1,,0,1,0,3,19,16,0.842,3.09,0,0,58,,,,,,0,0,0,0,2005
